D0049,B3354,623,633,-3,E4256
D0050,S597,230,230,1,E4172
D0050,B1399,232,240,-1,E4172
D0051,S600,608,608,1,E4221
D0051,B3354,612,620,-1,E4221
D0052,S605,537,537,14,E4273
D0052,B1468,539,555,-14,E4273
D0053,S532,578,578,2,E3816
D0053,B3789,579,588,-2,E3816
D0054,S570,610,610,1,E3963
D0054,B4593,615,623,-1,E3963
D0055,S597,583,583,2,E4195
D0055,B9188,584,593,-2,E4195
D0056,S573,613,613,2,E3991
D0056,B3729,650,659,-2,E3991
D0057,S600,272,272,1,E4215
D0057,B2521,273,281,-1,E4215
D0058,S597,624,624,2,E4189
D0058,B4409,628,637,-2,E4189
D0059,S552,611,611,2,E3883
D0059,B3074,615,624,-2,E3883
D0060,S600,444,444,2,E4216
D0060,B2521,445,454,-2,E4216
D0061,S540,376,376,1,E3847
D0061,B0855,380,388,-1,E3847
D0062,S552,330,330,1,E3885
D0062,B7268,334,342,-1,E3885
D0063,S577,271,271,2,E4066
D0063,B6430,323,332,-2,E4066
D0064,S561,299,299,4,E3939
D0064,B5599,300,311,-4,E3939
D0065,S567,500,500,1,E3953
D0065,B2350,500,508,-1,E3953
D0066,S532,627,627,3,E3811
D0066,B3227,628,638,-3,E3811
D0067,S597,297,297,2,E4181
D0067,B3354,300,309,-2,E4181
D0068,S603,275,275,1,E4258
D0068,B4409,275,283,-1,E4258
D0069,S599,257,257,3,E4200
D0069,B4409,258,268,-3,E4200
D0070,S563,616,616,3,E3942
D0070,B2310,617,627,-3,E3942
D0071,S605,237,237,10,E4271
D0071,B1433,244,258,-10,E4271
D0072,S546,367,367,2,E3863
D0072,B0605,368,377,-2,E3863
D0073,S603,603,603,1,E4265
D0073,B6884,609,617,-1,E4265
D0074,S603,302,302,1,E4263
D0074,B6884,308,316,-1,E4263
D0075,S600,361,361,2,E4230
D0075,B4409,368,377,-2,E4230
D0076,S599,600,600,1,E4202
D0076,B4409,601,609,-1,E4202
D0077,S597,225,225,1,E4171
D0077,B1399,227,235,-1,E4171
D0078,S600,252,252,1,E4214
D0078,B2521,253,261,-1,E4214
D0079,S597,628,628,2,E4178
D0079,B2415,631,640,-2,E4178
D0080,S600,299,299,2,E4236
D0080,B6884,303,312,-2,E4236
D0081,S570,225,225,1,E3966
D0081,B6755,227,235,-1,E3966
D0082,S599,604,604,1,E4203
D0082,B4409,605,613,-1,E4203
D0083,S600,295,295,3,E4229
D0083,B4409,302,312,-3,E4229
D0084,S597,276,276,2,E4185
D0084,B4409,280,289,-2,E4185
D0085,S567,525,525,1,E3954
D0085,B2350,525,533,-1,E3954
D0086,S601,597,597,1,E4241
D0086,B3354,601,609,-1,E4241
D0087,S546,397,397,3,E3862
D0087,B3227,404,414,-3,E3862
D0088,S541,375,375,1,E3849
D0088,B2864,377,385,-1,E3849
D0089,S564,235,235,1,E3944
D0089,B3006,236,244,-1,E3944
D0090,S603,624,624,2,E4266
D0090,B6884,630,639,-2,E4266
D0091,S532,619,619,3,E3818
D0091,B3789,620,630,-3,E3818
D0092,S605,629,629,3,E4286
D0092,B2521,629,639,-3,E4286
D0093,S599,605,605,1,E4205
D0093,B6884,610,618,-1,E4205
D0094,S567,338,338,1,E3952
D0094,B2350,338,346,-1,E3952
D0095,S605,215,215,13,E4277
D0095,B2521,215,231,-13,E4277
D0096,S605,273,273,2,E4272
D0096,B1468,275,284,-2,E4272
D0097,S532,252,252,4,E3807
D0097,B3227,253,264,-4,E3807
D0098,S570,267,267,2,E3961
D0098,B2350,268,277,-2,E3961
D0099,S532,601,601,2,E3819
D0099,B4504,603,612,-2,E3819
D0100,S597,314,314,1,E4174
D0100,B1468,317,325,-1,E4174
D0101,S605,245,245,1,E4304
D0101,B4764,247,255,-1,E4304
D0102,S599,554,554,1,E4201
D0102,B4409,555,563,-1,E4201
D0103,S600,389,389,2,E4237
D0103,B6884,393,402,-2,E4237
D0104,S605,271,271,14,E4302
D0104,B4409,277,293,-14,E4302
D0105,S563,258,258,4,E3941
D0105,B2310,259,270,-4,E3941
D0106,S602,403,403,4,E4248
D0106,B2025,412,423,-4,E4248
D0107,S600,569,569,1,E4217
D0107,B2521,570,578,-1,E4217
D0108,S607,506,506,1,E4312
D0108,B9188,509,517,-1,E4312
D0109,S599,252,252,2,E4199
D0109,B2415,254,263,-2,E4199
D0110,S570,458,458,1,E3962
D0110,B2350,459,467,-1,E3962
D0111,S567,385,385,1,E3951
D0111,B2048,386,394,-1,E3951
D0112,S600,227,227,1,E4233
D0112,B6884,231,239,-1,E4233
D0113,S552,249,249,2,E3886
D0113,B7340,255,264,-2,E3886
D0114,S597,299,299,1,E4179
D0114,B2814,305,313,-1,E4179
D0115,S603,295,295,2,E4259
D0115,B4409,295,304,-2,E4259
D0116,S597,229,229,2,E4173
D0116,B1468,232,241,-2,E4173
D0117,S546,598,598,2,E3865
D0117,B7020,601,610,-2,E3865
D0118,S600,211,211,5,E4222
D0118,B4216,215,227,-5,E4222
D0119,S605,596,596,23,E4284
D0119,B2521,596,615,-23,E4284
D0120,S600,629,629,1,E4213
D0120,B2415,635,643,-1,E4213
D0121,S600,389,389,2,E4237
D0121,B6884,393,402,-2,E4237
D0122,S570,458,458,1,E3962
D0122,B2350,459,467,-1,E3962
D0123,S552,330,330,1,E3885
D0123,B7268,334,342,-1,E3885
D0124,S603,603,603,1,E4265
D0124,B6884,609,617,-1,E4265
D0125,S605,599,599,12,E4275
D0125,B1468,601,616,-12,E4275
D0126,S603,600,600,1,E4260
D0126,B4409,600,608,-1,E4260
D0127,S600,228,228,2,E4206
D0127,B1433,235,244,-2,E4206
D0128,S566,531,531,1,E3947
D0128,B2441,539,547,-1,E3947
D0129,S598,532,532,3,E4198
D0129,B0996,534,544,-3,E4198
D0130,S605,271,271,14,E4302
D0130,B4409,277,293,-14,E4302
D0131,S532,299,299,3,E3813
D0131,B3789,300,310,-3,E3813
D0132,S605,273,273,2,E4272
D0132,B1468,275,284,-2,E4272
D0133,S597,314,314,1,E4174
D0133,B1468,317,325,-1,E4174
D0134,S605,245,245,1,E4304
D0134,B4764,247,255,-1,E4304
D0135,S597,539,539,2,E4188
D0135,B4409,543,552,-2,E4188
D0136,S567,385,385,1,E3951
D0136,B2048,386,394,-1,E3951
D0137,S597,283,283,3,E4193
D0137,B6884,285,295,-3,E4193
D0138,S560,281,281,1,E3936
D0138,B5599,282,290,-1,E3936
D0139,S532,578,578,2,E3816
D0139,B3789,579,588,-2,E3816
D0140,S605,273,273,1,E4278
D0140,B2521,273,281,-1,E4278
D0141,S597,276,276,2,E4185
D0141,B4409,280,289,-2,E4185
D0142,S601,613,613,1,E4242
D0142,B3354,617,625,-1,E4242
D0143,S603,275,275,1,E4258
D0143,B4409,275,283,-1,E4258
D0144,S604,481,481,1,E4267
D0144,B1468,483,491,-1,E4267
D0145,S599,257,257,3,E4200
D0145,B4409,258,268,-3,E4200
D0146,S597,624,624,2,E4189
D0146,B4409,628,637,-2,E4189
D0147,S570,444,444,1,E3959
D0147,B2048,445,453,-1,E3959
D0148,S541,215,215,2,E3850
D0148,B3909,217,226,-2,E3850
D0149,S605,629,629,3,E4286
D0149,B2521,629,639,-3,E4286
D0150,S570,237,237,1,E3960
D0150,B2350,238,246,-1,E3960
D0151,S605,622,622,1,E4276
D0151,B1468,624,632,-1,E4276
D0152,S567,500,500,1,E3953
D0152,B2350,500,508,-1,E3953
D0153,S597,628,628,2,E4178
D0153,B2415,631,640,-2,E4178
D0154,S603,210,210,1,E4261
D0154,B6884,216,224,-1,E4261
D0155,S605,628,628,17,E4290
D0155,B3354,632,649,-17,E4290
D0156,S569,625,625,2,E3958
D0156,B3516,632,641,-2,E3958
D0157,S597,278,278,2,E4180
D0157,B3354,281,290,-2,E4180
D0158,S599,605,605,1,E4205
D0158,B6884,610,618,-1,E4205
D0159,S603,239,239,1,E4254
D0159,B2415,242,250,-1,E4254
D0160,S603,228,228,2,E4262
D0160,B6884,234,243,-2,E4262
D0161,S567,338,338,1,E3952
D0161,B2350,338,346,-1,E3952
D0162,S599,252,252,2,E4199
D0162,B2415,254,263,-2,E4199
D0163,S543,534,534,2,E3852
D0163,B6436,535,544,-2,E3852
D0001,S043,217,217,2,E0840
D0001,B3960,392,401,-2,E0840
D0002,S021,289,289,1,E0451
D0002,B3960,464,472,-1,E0451
D0005,B3960,483,491,-1,E0902
D0038,B3960,427,444,-16,E1693
D0004,S260,228,228,1,E2182
D0004,B3960,365,373,-1,E2182
D0005,S045,309,309,1,E0902
D0003,S331,221,221,2,E2576
D0006,S260,250,250,2,E2183
D0006,B3960,546,554,-1,E0452
D0027,B3960,724,733,-2,E2184
D0007,B3960,739,747,-1,E2232
D0008,S021,284,284,3,E0450
D0008,B3960,459,469,-3,E0450
D0009,S331,442,442,1,E2577
D0009,B3960,628,636,-1,E2577
D0010,S033,223,223,2,E0689
D0010,B3960,402,411,-2,E0689
D0011,S003,546,546,12,E0043
D0011,B3960,720,735,-12,E0043
D0012,S033,244,244,1,E0690
D0012,B3960,724,733,-2,E2184
D0013,S045,376,376,1,E0903
D0013,B3960,550,558,-1,E0903
D0012,S260,587,587,2,E2184
D0014,B3960,411,419,-1,E0587
D0015,S033,545,545,1,E0691
D0015,B3960,459,469,-3,E0450
D0016,S003,578,578,1,E0045
D0034,S348,596,596,2,E2750
D0017,S045,376,376,1,E0903
D0017,B3960,550,558,-1,E0903
D0018,S165,329,329,16,E1693
D0018,B3960,392,401,-2,E0840
D0019,S026,566,566,1,E0589
D0019,B3960,740,748,-1,E0589
D0038,S165,329,329,16,E1693
D0020,B3960,774,786,-6,E0046
D0021,S260,228,228,1,E2182
D0021,B3960,458,469,-4,E2270
D0022,S003,384,384,6,E0041
D0022,B3960,558,570,-6,E0041
D0023,S003,371,371,2,E0040
D0023,B3960,545,554,-2,E0040
D0024,S026,566,566,1,E0589
D0024,B3960,720,735,-12,E0043
D0025,S259,619,619,2,E2151
D0025,B3960,756,765,-2,E2151
D0026,S262,602,602,1,E2232
D0026,B3960,739,747,-1,E2232
D0027,S033,223,223,2,E0689
D0027,B3960,724,733,-2,E2184
D0028,S018,281,281,1,E0364
D0028,B3960,456,464,-1,E0364
D0041,B3960,396,404,-1,E1120
D0029,B3960,791,799,-1,E0876
D0030,S003,410,410,1,E0042
D0030,B3960,459,469,-3,E0450
D0031,S021,215,215,3,E0449
D0031,B3960,390,400,-3,E0449
D0032,S061,222,222,1,E1120
D0032,B3960,396,404,-1,E1120
D0033,S021,215,215,3,E0449
D0033,B3960,711,719,-1,E2578
D0016,B3960,628,636,-1,E2577
D0034,B3960,780,789,-2,E2750
D0035,S259,619,619,2,E2151
D0035,B3960,756,765,-2,E2151
D0036,S003,546,546,12,E0043
D0036,B3960,720,735,-12,E0043
D0037,S033,545,545,1,E0691
D0037,B3960,724,732,-1,E0691
D0038,S165,329,329,16,E1693
D0020,B3960,774,786,-6,E0046
D0039,S331,525,525,1,E2578
D0039,B3960,365,373,-1,E2182
D0040,S026,268,268,2,E0588
D0040,B3960,442,451,-2,E0588
D0041,S331,442,442,1,E2577
D0041,B3960,628,636,-1,E2577
D0042,S021,371,371,1,E0452
D0042,B3960,546,554,-1,E0452
D0001,B2198,614,625,-4,E1397
D0001,B2198,614,625,-4,E1397
D0002,B4735,535,547,-6,E1394
D0002,B2198,614,625,-4,E1397
D0001,S338,272,272,2,E2674
D0001,B2416,274,283,-2,E2674
D0002,S201,336,336,5,E1865
D0002,B7836,338,350,-5,E1865
D0003,S463,212,212,1,E3336
D0003,B6195,215,223,-1,E3336
D0004,S521,277,277,1,E3733
D0004,B6179,325,333,-1,E3733
D0005,S375,264,264,2,E2861
D0005,B4376,265,274,-2,E2861
D0006,S342,245,245,2,E2710
D0006,B8333,251,260,-2,E2710
D0007,S316,304,304,1,E2503
D0007,B6815,306,314,-1,E2503
D0008,S386,258,258,2,E2914
D0008,B5252,262,271,-2,E2914
D0009,S476,218,218,2,E3409
D0009,B6195,226,235,-2,E3409
D0010,S316,219,219,1,E2490
D0010,B4722,220,228,-1,E2490
D0011,S359,323,323,5,E2781
D0011,B9025,324,336,-5,E2781
D0012,S376,212,212,2,E2863
D0012,B4580,215,224,-2,E2863
D0013,S248,239,239,3,E2121
D0013,B6061,244,254,-3,E2121
D0014,S248,326,326,2,E2124
D0014,B7287,333,342,-2,E2124
D0015,S448,543,543,1,E3275
D0015,B7579,545,553,-1,E3275
D0016,S521,621,621,2,E3741
D0016,B6179,669,678,-2,E3741
D0017,S521,573,573,3,E3738
D0017,B6179,621,631,-3,E3738
D0018,S388,576,576,2,E2922
D0018,B6505,577,586,-2,E2922
D0019,S152,591,591,13,E1628
D0019,B0291,620,636,-13,E1628
D0020,S463,552,552,1,E3324
D0020,B2399,558,566,-1,E3324
D0021,S521,319,319,1,E3735
D0021,B6179,367,375,-1,E3735
D0022,S514,587,587,2,E3615
D0022,B6179,635,644,-2,E3615
D0023,S366,246,246,2,E2811
D0023,B6345,247,256,-2,E2811
D0024,S607,511,511,1,E4311
D0024,B4324,588,596,-1,E4311
D0025,S419,531,531,1,E3070
D0025,B8075,544,552,-1,E3070
D0026,S521,248,248,4,E3731
D0026,B6179,296,307,-4,E3731
D0027,S361,288,288,2,E2794
D0027,B8569,288,297,-2,E2794
D0028,S296,261,261,1,E2438
D0028,B5258,265,273,-1,E2438
D0029,S381,567,567,3,E2883
D0029,B1420,577,587,-3,E2883
D0030,S384,234,234,1,E2906
D0030,B4780,238,246,-1,E2906
D0031,S352,225,225,2,E2755
D0031,B2997,226,235,-2,E2755
D0032,S445,559,559,1,E3254
D0032,B7707,620,628,-1,E3254
D0033,S316,231,231,1,E2504
D0033,B0798,236,244,-1,E2504
D0034,S445,563,563,1,E3241
D0034,B1245,595,603,-1,E3241
D0035,S523,501,501,1,E3761
D0035,B6179,549,557,-1,E3761
D0036,S383,582,582,3,E2893
D0036,B1530,588,598,-3,E2893
D0037,S338,283,283,1,E2695
D0037,B0798,283,291,-1,E2695
D0038,S463,293,293,2,E3349
D0038,B7973,301,310,-2,E3349
D0039,S285,272,272,1,E2384
D0039,B0993,283,291,-1,E2384
D0040,S359,485,485,1,E2783
D0040,B9025,486,494,-1,E2783
D0041,S276,581,581,2,E2353
D0041,B8701,584,593,-2,E2353
D0042,S374,211,211,3,E2834
D0042,B3260,212,222,-3,E2834
D0043,S359,602,602,3,E2780
D0043,B8390,606,616,-3,E2780
D0044,S463,424,424,2,E3330
D0044,B4260,431,440,-2,E3330
D0045,S377,316,316,2,E2873
D0045,B5820,326,335,-2,E2873
D0046,S459,270,270,2,E3311
D0046,B2399,277,286,-2,E3311
D0047,S387,292,292,4,E2919
D0047,B6505,294,305,-4,E2919
D0048,S489,629,629,3,E3487
D0048,B1450,635,645,-3,E3487
D0049,S381,528,528,1,E2885
D0049,B3355,530,538,-1,E2885
D0050,S463,245,245,4,E3343
D0050,B7579,248,259,-4,E3343
D0051,S265,613,613,1,E2269
D0051,B0291,658,666,-1,E2269
D0052,S463,279,279,8,E3332
D0052,B5240,285,298,-8,E3332
D0053,S344,299,299,3,E2731
D0053,B0911,303,313,-3,E2731
D0054,S515,371,371,2,E3636
D0054,B6179,419,428,-2,E3636
D0055,S336,216,216,2,E2658
D0055,B4381,221,230,-2,E2658
D0056,S338,370,370,2,E2690
D0056,B6815,377,386,-2,E2690
D0057,S515,627,627,2,E3640
D0057,B6179,675,684,-2,E3640
D0058,S306,244,244,2,E2467
D0058,B3743,245,254,-2,E2467
D0059,S295,292,292,1,E2433
D0059,B7650,295,303,-1,E2433
D0060,S385,323,323,1,E2910
D0060,B5594,325,333,-1,E2910
D0061,S440,288,288,1,E3225
D0061,B0112,289,297,-1,E3225
D0062,S201,238,238,3,E1829
D0062,B0291,260,270,-3,E1829
D0063,S335,252,252,3,E2651
D0063,B7707,253,263,-3,E2651
D0064,S330,576,576,2,E2569
D0064,B4234,579,588,-2,E2569
D0065,S376,212,212,2,E2863
D0065,B4580,215,224,-2,E2863
D0066,S463,317,317,1,E3346
D0066,B7579,320,328,-1,E3346
D0067,S359,602,602,3,E2780
D0067,B8390,606,616,-3,E2780
D0068,S335,604,604,1,E2645
D0068,B7554,606,614,-1,E2645
D0069,S316,370,370,2,E2507
D0069,B8328,373,382,-2,E2507
D0070,S281,234,234,3,E2363
D0070,B9191,240,250,-3,E2363
D0071,S169,357,357,1,E1716
D0071,B4672,366,374,-1,E1716
D0072,S284,548,548,2,E2381
D0072,B2635,549,558,-2,E2381
D0073,S294,335,335,1,E2423
D0073,B4868,338,346,-1,E2423
D0074,S316,571,571,3,E2506
D0074,B8057,574,584,-3,E2506
D0075,S391,625,625,5,E2925
D0075,B4148,635,647,-5,E2925
D0076,S294,320,320,2,E2430
D0076,B6815,322,331,-2,E2430
D0077,S605,496,496,9,E4295
D0077,B4324,573,587,-9,E4295
D0078,S277,230,230,2,E2358
D0078,B8958,230,239,-2,E2358
D0079,S182,621,621,1,E1770
D0079,B0270,628,636,-1,E1770
D0080,S366,306,306,1,E2809
D0080,B5308,310,318,-1,E2809
D0081,S316,290,290,2,E2494
D0081,B4868,291,300,-2,E2494
D0082,S280,324,324,1,E2362
D0082,B8679,326,334,-1,E2362
D0083,S201,336,336,5,E1865
D0083,B7836,338,350,-5,E1865
D0084,S574,609,609,2,E4029
D0084,B0291,664,673,-2,E4029
D0085,S337,301,301,1,E2670
D0085,B8057,306,314,-1,E2670
D0086,S273,271,271,1,E2343
D0086,B8413,274,282,-1,E2343
D0087,S524,288,288,4,E3777
D0087,B6179,336,347,-4,E3777
D0088,S271,305,305,2,E2333
D0088,B0291,328,337,-2,E2333
D0089,S374,312,312,2,E2842
D0089,B0560,313,322,-2,E2842
D0090,S371,251,251,1,E2827
D0090,B7714,260,268,-1,E2827
D0091,S382,217,217,3,E2889
D0091,B1420,221,231,-3,E2889
D0092,S374,540,540,3,E2843
D0092,B0560,541,551,-3,E2843
D0093,S451,246,246,2,E3287
D0093,B5937,250,259,-2,E3287
D0094,S338,325,325,3,E2682
D0094,B5404,326,336,-3,E2682
D0095,S379,478,478,1,E2879
D0095,B8320,482,490,-1,E2879
D0096,S374,470,470,2,E2837
D0096,B3260,471,480,-2,E2837
D0097,S338,566,566,1,E2701
D0097,B0798,566,574,-1,E2701
D0098,S344,390,390,1,E2726
D0098,B3413,390,398,-1,E2726
D0099,S494,360,360,2,E3548
D0099,B0805,378,387,-2,E3548
D0100,S316,304,304,1,E2503
D0100,B6815,306,314,-1,E2503
D0101,S059,576,576,1,E1094
D0101,B0291,706,714,-1,E1094
D0102,S122,284,284,2,E1517
D0102,B9160,305,314,-2,E1517
D0103,S345,603,603,10,E2737
D0103,B8779,605,619,-10,E2737
D0104,S073,584,584,2,E1344
D0104,B6697,722,731,-2,E1344
D0105,S364,512,512,1,E2802
D0105,B7454,512,520,-1,E2802
D0106,S252,242,242,1,E2131
D0106,B0291,269,277,-1,E2131
D0107,S407,507,507,3,E2969
D0107,B6512,512,522,-3,E2969
D0108,S296,234,234,2,E2442
D0108,B8708,238,247,-2,E2442
D0109,S306,592,592,1,E2463
D0109,B1452,594,602,-1,E2463
D0110,S319,242,242,2,E2520
D0110,B8841,278,287,-2,E2520
D0111,S336,212,212,2,E2659
D0111,B5825,215,224,-2,E2659
D0112,S383,251,251,2,E2900
D0112,B6006,257,266,-2,E2900
D0113,S515,581,581,1,E3639
D0113,B6179,629,637,-1,E3639
D0114,S323,473,473,3,E2543
D0114,B5691,474,484,-3,E2543
D0115,S341,568,568,1,E2706
D0115,B3413,568,576,-1,E2706
D0116,S296,261,261,1,E2438
D0116,B5258,265,273,-1,E2438
D0117,S021,573,573,2,E0418
D0117,B0291,705,714,-2,E0418
D0118,S323,341,341,6,E2544
D0118,B6466,351,363,-6,E2544
D0119,S248,315,315,3,E2119
D0119,B4640,317,327,-3,E2119
D0120,S386,548,548,6,E2913
D0120,B1413,550,562,-6,E2913
D0121,S342,245,245,2,E2710
D0121,B8333,251,260,-2,E2710
D0122,S327,302,302,1,E2562
D0122,B5865,305,313,-1,E2562
D0123,S445,514,514,2,E3255
D0123,B8314,565,574,-2,E3255
D0124,S375,268,268,2,E2857
D0124,B1713,270,279,-2,E2857
D0125,S325,300,300,2,E2550
D0125,B6468,303,312,-2,E2550
D0126,S338,349,349,2,E2683
D0126,B5404,350,359,-2,E2683
D0127,S354,282,282,2,E2767
D0127,B3401,282,291,-2,E2767
D0128,S361,443,443,1,E2796
D0128,B8569,443,451,-1,E2796
D0129,S316,231,231,1,E2504
D0129,B0798,236,244,-1,E2504
D0130,S338,272,272,2,E2674
D0130,B2416,274,283,-2,E2674
D0131,S463,276,276,2,E3344
D0131,B7579,279,288,-2,E3344
D0132,S352,225,225,2,E2755
D0132,B2997,226,235,-2,E2755
D0133,S201,613,613,4,E1832
D0133,B0291,635,646,-4,E1832
D0134,S372,339,339,3,E2829
D0134,B1269,341,351,-3,E2829
D0135,S338,256,256,1,E2680
